# Acquisition time: 21/01/2026 16:52:01
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1016	25448	21012	565
1015	25314	21024	589
985	24591	20386	523
1015	25047	20740	560
1000	24667	20620	556
1000	24908	20530	520
1016	25591	20844	544
1000	25148	20736	543
1000	24992	20538	541
984	24606	20475	555
1016	25002	20751	539
1000	25026	20572	584
1000	25049	20869	564
1016	25073	21038	563
984	24599	20650	535
1031	25954	21244	590
1016	25210	20824	606
1000	24898	20728	566
1015	25495	20844	567
1000	24889	20408	561
1000	25110	20698	573
1000	24533	20486	569
1016	25422	21197	594
1000	24767	20347	547
1000	25063	20914	537
1016	25069	20806	556
1000	24970	20681	585
1000	24657	20436	573
1000	25593	21154	591
1031	25494	21310	587
1000	25072	20592	587
984	24985	20389	541
1000	24888	20441	561
1016	25331	20801	575
1000	24996	20634	532
1000	25012	20832	569
1016	25516	20830	558
1015	25548	21061	581
1000	25143	20617	582
1016	25320	20946	563
984	25186	20706	583
1031	25714	21104	613
1016	25531	21006	540
1000	24937	20601	556
1000	25244	20756	507
1000	25123	20700	549
1016	25469	20960	595
1015	25350	20926	563
1000	25153	20737	611
1016	25555	20975	604
1016	25179	20901	588
1000	25475	20473	594
1015	25298	20823	543
1000	25244	20381	523
1016	25215	20998	564
1015	25294	20507	580
1000	24713	20325	528
1016	25023	20603	560
1000	25224	20725	576
1016	24858	20676	515
