# Acquisition time: 21/01/2026 16:22:55
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1015	28045	21069	367
1000	28035	20973	373
1000	28181	21029	353
1016	27969	20874	322
984	27311	20433	358
1016	28073	21210	348
984	27711	20447	341
1016	28262	20979	325
984	27749	20685	364
1016	28307	21183	367
1000	28018	20796	334
1015	27988	21455	363
1000	27833	20921	367
1032	28298	21558	354
1000	28191	21065	378
1015	27816	21231	347
1000	27876	20977	386
1000	27818	20710	374
1000	27872	20943	332
1016	27961	21174	352
984	27919	20846	353
1016	28588	21209	334
1031	28427	21554	351
1000	27977	21228	377
1016	28327	21042	379
1015	28158	21310	385
1000	27261	20686	298
1016	28526	20922	380
984	27923	20744	383
1016	28356	21099	366
984	28003	20784	375
1016	28155	21164	373
1000	27476	21061	364
1016	28034	21061	387
1000	28347	20857	358
984	27538	20452	395
1000	27947	21049	346
1016	27911	20949	369
984	28086	20943	367
1016	28541	21338	357
1015	28637	21263	372
1016	27779	21129	326
1000	28116	21240	393
1000	28025	20980	379
1000	27977	20783	343
1000	28187	20865	345
1031	28686	21476	387
1000	27980	21084	374
985	27670	20658	351
1015	28305	21357	394
1000	27887	20969	383
1031	28186	21324	350
1000	27809	21050	375
1032	28688	21255	349
1000	28417	20788	349
1000	27998	21088	400
1015	28139	21189	377
1000	27514	20924	381
1016	27660	21112	366
1016	28281	21036	381
