# Acquisition time: 21/01/2026 16:53:45
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1031	25372	26207	889
1000	25178	25799	927
1000	24895	25582	857
984	25032	25687	880
1016	25487	25679	918
1000	25079	25457	832
1000	24803	25714	859
1000	25190	25788	918
1016	25123	25601	884
1000	25057	25964	865
1015	25157	25786	863
1000	24953	25709	870
1000	24880	25526	849
1000	25087	25433	894
1000	24998	25609	867
1016	25291	25918	863
1000	24922	25577	836
984	24877	25204	862
1000	25048	25602	880
1016	25163	25790	866
984	25248	25676	832
1016	25089	25597	852
1000	24702	25866	891
1000	25210	25919	889
984	24911	25757	831
1016	25127	25950	877
1015	25727	26625	937
1000	25018	25388	841
1000	25287	25366	900
1016	25201	25959	903
1000	25237	25717	913
1016	25566	25894	942
1000	25383	25957	853
1000	24946	25356	851
1000	24910	25752	919
1015	25020	25915	901
1000	25003	25673	838
1000	24939	26080	836
1000	25106	25356	891
1000	25426	25500	858
1000	25187	25871	901
1016	25291	25707	916
1000	25146	25815	876
1016	25203	25688	874
1000	24840	25536	849
1015	25164	25797	827
985	24775	25346	907
1015	24966	25687	908
1000	24884	25904	867
1016	25161	25813	893
1015	25448	25716	847
1000	25089	25659	876
1000	24923	25885	889
1016	25427	25873	821
1000	25081	25729	846
1016	25755	26107	890
1000	25005	25604	878
1015	25136	25782	801
1000	25023	25355	861
1000	25004	25564	915
