# Acquisition time: 21/01/2026 16:34:14
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1000	25486	24310	865
1000	25627	24049	842
984	25345	23960	902
1000	25707	24225	872
1016	25741	24274	874
1000	25720	24346	862
1000	25556	24289	870
1031	26169	24846	859
1000	25483	24746	847
1000	25602	24490	909
1016	25879	24829	863
1000	25596	24579	934
1015	26099	24667	887
1000	25656	24508	850
1016	25627	24527	872
1016	25926	25174	924
1015	25655	24534	845
1016	26141	24672	893
1015	26059	24658	826
1016	25777	24458	849
1000	25929	24398	884
1016	25569	24318	884
1000	25322	24288	888
1000	25260	24028	810
1000	25889	24812	875
1015	25755	24579	891
985	25098	24070	846
1031	26060	24905	868
1000	25911	24570	882
1016	25927	24531	878
1015	25913	24882	853
1000	25166	24012	876
985	25491	24231	901
1031	25895	24991	841
1000	25760	24385	814
1000	25522	24101	841
1000	25715	24707	841
1000	25304	24248	847
1000	25792	24551	847
1015	25893	24789	882
1000	25840	24558	900
985	25092	23855	870
1031	26041	24914	896
1016	25692	24658	843
1000	25846	24256	870
984	25513	24344	867
1016	25980	24655	917
984	25286	24053	801
1016	26074	24703	927
1015	25908	24924	869
1016	25863	24769	891
984	25186	24457	826
1016	25894	24790	921
984	25544	23650	811
1016	26215	24755	917
1000	25638	24448	909
1016	25642	24160	881
984	25207	24297	839
1016	25355	24393	835
1000	24979	24099	836
