# Acquisition time: 21/01/2026 16:30:37
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1016	28293	19829	388
1015	27541	19745	418
1016	27887	19855	421
1000	28132	19725	398
1000	27802	19515	369
1016	28276	19802	389
1031	28437	19917	415
1015	28121	19864	407
1016	28145	19941	404
984	27559	19229	414
1032	28381	19988	379
1000	27655	19684	416
984	27489	19389	379
1016	28192	20003	362
1000	27639	19478	356
1015	27998	20009	412
1000	27679	19786	390
1016	28194	19928	404
1000	27772	19397	391
1016	27972	19496	385
984	27532	19297	389
1016	27516	19996	399
1015	28227	20118	430
1000	28155	19804	373
985	27666	19209	384
1015	27988	19825	419
1000	27840	19866	403
1016	28064	19923	434
1000	27655	19318	429
984	27425	19330	391
1016	27849	19809	405
1000	27642	19461	399
1000	28015	19924	412
1000	27718	19448	362
1031	28486	20190	421
1000	27814	19539	368
1016	28038	19835	392
1015	28481	19919	383
1000	27951	19586	370
1000	27680	19784	398
1000	27991	19721	388
1016	27615	19610	381
1000	28259	19791	374
1016	28229	20021	415
1000	28024	19869	390
1015	28103	19598	421
1000	27907	19339	392
1000	27771	19823	403
1000	27684	19476	363
1016	28187	19906	435
1000	27989	19536	384
1000	27530	19652	414
1000	27633	19655	414
1015	28088	19921	344
1016	28062	19995	388
1016	27847	20004	419
984	27398	19424	379
1016	27861	19913	417
1000	27830	19326	409
1000	28092	19287	377
