# Acquisition time: 21/01/2026 16:25:31
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1000	28210	25725	54
1016	28162	26242	52
1016	27930	25989	47
1000	28031	25828	40
1000	28002	25761	53
1031	28321	26433	48
1000	27757	25941	43
1000	28078	26142	51
1031	28796	26100	53
1000	27858	25937	41
1016	27822	26035	34
984	27761	25638	45
1016	28093	26081	42
1015	28060	26308	44
1016	28344	26087	46
984	27622	25512	49
1032	28616	26629	63
1000	27721	26011	49
1000	28119	26136	63
1031	28122	26582	50
1000	27837	26094	53
1000	28527	26211	68
1016	27957	26243	54
984	27706	25811	51
1000	27771	26083	41
1016	28681	26133	49
1015	28249	25910	49
1000	28082	25885	43
1000	28170	25671	58
1000	27527	25326	55
1000	27949	26148	35
1000	27361	25647	43
1016	27912	26130	58
1000	27420	25835	53
1000	27611	25474	50
1000	27966	26238	58
1015	27747	26113	48
1000	27832	25965	63
1000	27959	25883	54
1016	28089	26212	53
1016	27906	26057	47
984	27561	25731	40
1016	27910	25861	59
1000	27853	26218	55
1000	27610	25936	47
1000	28202	26242	58
1015	27620	25773	64
1000	28065	26080	58
1000	27742	25938	47
1000	27698	25826	51
1000	27714	26137	48
1016	27868	25987	47
1016	27965	25866	63
1000	28219	26080	49
1015	28343	26113	43
1016	28620	26142	56
1000	28045	25598	43
1015	28395	25917	61
1016	27840	26396	51
1000	28266	26038	52
