# Acquisition time: 21/01/2026 16:46:34
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1000	26324	24042	1112
1016	26828	24650	1148
1016	26551	24479	1176
1000	26446	24081	1114
1000	26268	23772	1112
1015	26723	24194	1173
1000	26652	24520	1214
1016	26675	24249	1099
1000	26462	24150	1237
1016	26427	23906	1144
984	26424	24173	1173
1016	26346	23961	1138
1000	26302	24326	1108
1000	26608	24206	1183
1000	26677	24301	1154
1031	27194	24595	1161
1000	26328	24171	1130
1015	26512	24373	1187
1000	26703	24484	1151
1016	26606	24233	1146
1000	26574	24399	1135
1000	26763	24580	1175
1016	26420	24327	1170
1015	26634	24537	1229
1000	26395	24133	1134
1000	26532	24025	1171
1000	26274	24180	1116
1016	26683	24349	1187
1000	26651	24455	1170
1016	26797	24464	1187
1000	26785	24192	1147
1015	26644	24081	1112
1000	26657	24423	1168
1016	26957	24180	1203
1015	26634	24595	1186
1000	26706	24257	1130
1000	26413	24221	1166
1000	26398	23940	1149
1000	26224	23877	1182
1000	26234	24176	1201
1000	26585	23954	1103
1032	27448	24487	1174
1000	26530	24335	1169
1015	26534	24213	1058
1016	26891	24322	1210
1000	26361	24157	1190
1000	26638	24328	1214
1000	26086	23946	1140
984	26661	24152	1111
1016	26448	24048	1171
1000	26946	24580	1142
1016	26796	24365	1169
984	26307	23765	1117
1031	27087	24467	1165
1000	26548	24280	1205
1016	26410	24361	1187
1000	26471	24104	1217
1015	26710	24511	1178
1000	26332	24502	1146
1016	26912	24539	1127
