# Acquisition time: 21/01/2026 16:50:20
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1000	24931	19521	61
1000	25008	19431	70
1000	24912	19329	87
1000	25194	19299	70
985	24870	19179	63
1015	25036	19393	59
1032	25527	19738	68
1000	24652	19358	80
1000	25043	19055	64
1000	24991	19018	61
1015	25279	19638	76
1000	25151	19632	65
1016	25332	19406	61
1015	25118	19297	73
985	24984	19115	68
1015	24879	19579	80
1000	25243	19151	81
1016	25150	19623	69
1000	25057	19358	75
1016	25230	19514	78
1000	25001	19504	81
1031	25596	19668	86
984	24955	19283	78
1016	25078	19282	101
984	24783	18912	82
1016	24986	19535	79
1000	25123	19269	73
1016	25280	19333	81
984	24782	19229	77
1016	25396	19497	79
1015	25272	19347	71
1000	25057	19438	78
1000	25038	19513	64
1016	25117	19482	59
1000	25053	19287	71
1015	25106	19583	89
985	24869	19065	68
1015	25167	19668	75
1016	25536	19427	76
1016	25295	19584	88
984	24986	19326	85
1016	25082	19095	77
1000	25333	19225	79
1015	25335	19455	87
1000	24833	19456	71
1016	24953	19355	75
1000	25019	19274	79
1016	25299	19255	93
984	25118	19090	80
1016	25396	19298	76
984	24769	18812	75
1016	24958	19333	71
1000	25339	19718	79
1000	24804	19338	78
1015	25679	19516	88
1016	25104	19299	69
984	24858	18918	81
1031	25669	19558	78
1000	25012	19163	58
1016	25397	19630	83
