# Acquisition time: 21/01/2026 16:44:04
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1016	26892	19469	130
1015	26637	19683	131
1000	26441	19426	124
1000	26488	19402	131
1016	26481	19575	151
1000	26510	19434	133
1016	26567	19309	120
1000	26628	19471	118
1015	26712	19857	128
1016	26851	19739	165
1016	26283	19651	137
1000	26881	19292	136
1015	26554	19603	139
1000	26370	19352	115
1016	27178	19576	128
1015	26735	19712	153
1000	26530	19208	133
1000	26447	19509	128
1016	26677	19321	114
1000	26490	19382	131
984	26332	19238	125
1016	26930	19659	144
1016	27153	19743	134
1015	26874	19445	132
1000	25918	19443	115
985	26229	19153	146
1000	26418	19640	132
1015	26446	19438	153
1016	26634	19705	147
1000	26572	19448	142
1016	27010	19930	136
1015	26429	19574	130
1016	26759	19551	150
1000	26662	19450	135
1000	26660	19317	139
1015	26566	19850	153
1016	26240	19162	131
1000	26725	19285	139
1000	26531	19072	149
1000	26502	19385	137
1016	26758	19569	138
1000	26939	19344	138
1015	26841	19752	135
1016	26644	19684	122
1016	26486	19706	135
1000	26391	19426	148
1015	26709	19631	123
1000	26556	19451	135
1016	26833	19919	112
1015	26818	19276	136
985	26635	19305	146
1000	26329	19397	134
1031	26985	20080	132
984	26075	19182	122
1000	26274	19162	128
1000	26832	19487	121
1032	26941	19656	129
1000	26573	19785	118
1000	26105	19324	117
1015	26582	19904	129
