# Acquisition time: 21/01/2026 16:37:52
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1031	25701	26138	499
984	24995	25254	519
1000	25129	26071	530
1031	25874	26470	550
1016	25202	26141	515
1000	25450	25945	515
1016	25162	25878	537
1000	25383	26044	549
1000	25187	25835	531
984	24945	25645	477
1000	25280	25738	539
1016	25222	25889	545
984	25307	25764	509
1016	25566	26132	519
984	24970	25334	553
1016	25589	25608	535
1000	25144	25780	549
1000	25154	26007	529
1000	25351	25873	498
1000	25179	25720	520
1000	25311	26159	504
1015	25031	25974	471
1000	25443	26081	532
1016	25148	26305	538
1016	25433	26322	499
1000	25244	25897	502
1015	25522	26139	477
1000	25307	25773	506
1016	25843	26490	500
1031	25893	26425	517
1000	25461	25610	522
1000	25029	25762	533
1000	25530	26009	510
1031	25823	26410	580
1000	25704	25916	488
1016	25405	26319	529
984	24875	25196	491
1016	25368	25968	546
984	25108	25428	546
1016	25477	25974	506
1000	25688	25967	525
1016	25494	25889	502
1000	25088	25748	493
984	25152	25698	529
1000	25516	25839	484
1016	25629	26147	521
1015	25400	26129	491
1016	25239	26106	517
1000	25363	25919	555
1031	25864	26508	525
984	25008	25643	496
1016	25566	25916	566
1016	25439	26106	510
1000	24968	25748	504
984	25204	25783	483
1031	26164	26316	581
1000	25265	25993	511
1016	25624	25920	540
1000	25440	26229	515
1016	25494	25933	516
