# Acquisition time: 21/01/2026 16:42:23
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
1016	26689	20614	304
1000	26206	20671	296
1031	27028	21167	323
984	25999	20468	324
1016	26596	20656	310
1000	26079	20684	312
1000	26471	20934	300
1015	26876	20980	315
1000	26152	20913	317
1032	27144	21103	337
1000	26555	20917	297
984	26526	20348	320
1016	26846	21139	350
1000	26820	20798	308
1000	26238	20477	304
1031	27131	21206	330
1000	26455	20516	318
1000	26476	20742	338
1000	26223	20773	339
984	26483	20481	332
1016	26785	20889	330
1000	26225	20769	324
1016	26422	20856	319
1000	26105	20742	327
1000	26264	20676	311
984	26374	20493	337
1031	27128	21001	341
1000	26954	20649	298
1000	26439	20863	349
1000	26758	20657	314
1016	26736	21279	317
1000	26403	20806	329
1015	26829	20634	303
1000	26428	20864	340
1032	27207	20912	305
1015	26869	20980	299
1000	26332	20428	313
1000	26687	20789	366
1016	26630	20919	329
1000	26317	20938	314
1016	26792	20965	342
1000	26693	20787	323
1000	26634	20875	312
1000	26455	20673	349
1031	26976	21123	312
1000	26502	20794	316
1000	26397	20607	292
1000	27056	20822	314
1015	26781	21112	341
1000	26912	20613	296
1016	27170	21225	350
1016	26617	20674	310
1000	26208	20578	308
1000	26360	20698	355
1000	26349	20714	322
1000	26348	20627	323
1031	26775	21138	321
984	26319	20415	314
1016	26446	20938	330
984	26024	20363	337
