# Acquisition time: 21/01/2026 16:27:39
# Timer interval: 1000 ms
# Measurement length: 60 s
# Add comment here
# Time [ms] Channel 1 Channel 2 Channel 3
985	28050	24238	103
1015	28051	24447	95
985	28010	24318	97
1015	27923	24396	90
1016	28078	24461	98
1000	27944	24636	97
1000	27960	24694	96
1031	28551	24661	103
984	27435	24137	101
1016	28341	24679	110
1016	28292	24498	105
1000	27725	24407	103
1000	27750	24432	95
1000	27672	24323	92
1000	27800	24710	115
1015	27960	24471	80
1000	27920	24556	94
1016	27903	24291	95
1000	28167	24639	95
1016	27929	24659	114
1000	28025	24167	110
1015	28327	24719	109
1000	27935	24128	106
1000	27991	24089	83
1016	28538	24657	104
1000	28303	24655	118
1000	28050	24725	90
1015	28074	24409	93
1000	28114	24674	95
1016	28634	24747	105
984	27733	24107	97
1016	28031	24386	105
984	27705	24170	104
1016	28083	24504	84
1000	27706	24025	98
1000	27929	23845	107
1000	27788	24475	100
984	27437	23793	98
1000	27740	24309	108
1032	28279	24827	106
1000	28140	24676	112
1015	27926	24571	129
1000	27840	24173	113
1000	27741	23821	115
1000	27883	24534	123
1016	27949	24712	103
1000	27577	24377	100
1000	27450	24350	102
984	27492	24256	104
1000	27566	24328	95
1016	27911	24791	102
1031	28305	25019	121
1000	27968	24566	96
1016	28139	24678	108
1000	27555	24282	118
1015	27944	24337	107
985	27534	24060	104
1015	27924	24913	100
985	27416	24180	86
1015	27846	24673	110
