-4.064e-04,0.08,0.0076,608
-4.032e-04,0.08,0.0068,608
-4.000e-04,0.16,0.0068,608
-3.968e-04,0.48,0.0076,608
-3.936e-04,2.08,0.0068,608
-3.904e-04,1.12,0.0068,612
-3.872e-04,0.56,0.0068,608
-3.840e-04,0.24,0.0068,608
-3.808e-04,0.08,0.0068,612
-3.776e-04,0.08,0.0068,612
-3.744e-04,0,0.0076,612
-3.712e-04,0,0.0068,612
-3.680e-04,0,0.0068,612
-3.648e-04,0,0.0076,612
-3.616e-04,0,0.0068,612
-3.584e-04,0,0.0068,612
-3.552e-04,0,0.0068,612
-3.520e-04,0,0.0068,612
-3.488e-04,0,0.0068,612
-3.456e-04,0,0.0068,612
-3.424e-04,0,0.0068,616
-3.392e-04,0,0.0068,612
-3.360e-04,0,0.0068,612
-3.328e-04,0,0.0068,616
-3.296e-04,0,0.0068,616
-3.264e-04,0,0.0068,616
-3.232e-04,0,0.0068,616
-3.200e-04,0,0.0068,616
-3.168e-04,0,0.0068,616
-3.136e-04,0.08,0.0068,616
-3.104e-04,0.08,0.0068,616
-3.072e-04,0.08,0.0068,616
-3.040e-04,0.08,0.0068,616
-3.008e-04,0.08,0.0068,616
-2.976e-04,0.16,0.0068,616
-2.944e-04,0.48,0.0068,616
-2.912e-04,4.24,0.0068,616
-2.880e-04,2.4,0.0068,620
-2.848e-04,1.12,0.0068,616
-2.816e-04,0.56,0.0068,616
-2.784e-04,0.24,0.0068,620
-2.752e-04,0.08,0.0068,620
-2.720e-04,0.08,0.0068,620
-2.688e-04,0,0.0068,620
-2.656e-04,0,0.0068,620
-2.624e-04,0,0.0068,620
-2.592e-04,0,0.0068,620
-2.560e-04,0,0.0068,620
-2.528e-04,-0.08,0.0068,620
-2.496e-04,-0.08,0.0068,620
-2.464e-04,-0.08,0.0068,620
-2.432e-04,0,0.0068,620
-2.400e-04,0,0.0068,620
-2.368e-04,0,0.0068,620
-2.336e-04,-0.08,0.0068,624
-2.304e-04,0,0.0068,624
-2.272e-04,0,0.0068,624
-2.240e-04,0,0.0068,624
-2.208e-04,0,0.0068,624
-2.176e-04,0,0.0068,624
-2.144e-04,0,0.0068,624
-2.112e-04,0,0.0068,624
-2.080e-04,0,0.0068,624
-2.048e-04,0.08,0.0068,624
-2.016e-04,0.08,0.0068,624
-1.984e-04,0.16,0.0068,624
-1.952e-04,0.16,0.0068,624
-1.920e-04,0.32,0.0068,624
-1.888e-04,1.28,0.006,624
-1.856e-04,1.04,0.0068,624
-1.824e-04,0.48,0.0068,628
-1.792e-04,0.24,0.0068,624
-1.760e-04,0.08,0.0068,628
-1.728e-04,0,0.0068,628
-1.696e-04,0,0.0068,628
-1.664e-04,0,0.0068,628
-1.632e-04,0,0.0068,628
-1.600e-04,0,0.0068,628
-1.568e-04,0,0.0068,628
-1.536e-04,0,0.0068,628
-1.504e-04,0,0.0068,628
-1.472e-04,0,0.0068,628
-1.440e-04,0,0.0068,628
-1.408e-04,0,0.0068,628
-1.376e-04,-0.08,0.0068,628
-1.344e-04,0,0.0068,628
-1.312e-04,0,0.0068,632
-1.280e-04,0,0.0068,632
-1.248e-04,0,0.0068,632
-1.216e-04,0,0.0068,632
-1.184e-04,0,0.0068,632
-1.152e-04,0,0.0068,632
-1.120e-04,0,0.0068,632
-1.088e-04,0,0.0068,628
-1.056e-04,0.08,0.006,632
-1.024e-04,0.08,0.0068,632
-9.920e-05,0.08,0.006,632
-9.600e-05,0.16,0.0068,632
-9.280e-05,0.32,0.006,632
-8.960e-05,2.16,0.006,632
-8.640e-05,6.08,0.006,632
-8.320e-05,2.8,0.006,636
-8.000e-05,1.28,0.0068,636
-7.680e-05,0.64,0.0068,636
-7.360e-05,0.32,0.0068,636
-7.040e-05,0.16,0.0068,636
-6.720e-05,0.08,0.0068,636
-6.400e-05,0,0.0068,632
-6.080e-05,0,0.006,636
-5.760e-05,0,0.006,636
-5.440e-05,0,0.0068,636
-5.120e-05,-0.08,0.0068,636
-4.800e-05,0,0.006,636
-4.480e-05,0,0.0068,636
-4.160e-05,0,0.006,636
-3.840e-05,0,0.0068,636
-3.520e-05,0,0.0068,636
-3.200e-05,0,0.006,640
-2.880e-05,0,0.0068,640
-2.560e-05,0,0.0068,640
-2.240e-05,0,0.006,640
-1.920e-05,0,0.006,640
-1.600e-05,0,0.006,640
-1.280e-05,0,0.006,636
-9.600e-06,0,0.006,640
-6.400e-06,0,0.006,640
-3.200e-06,0.08,0.0068,640
1.037e-18,0.08,0.006,640
3.200e-06,0.08,0.006,640
6.400e-06,0.16,0.006,640
9.600e-06,0.24,0.006,644
1.280e-05,1.28,0.006,644
1.600e-05,1.52,0.006,644
1.920e-05,0.72,0.0068,644
2.240e-05,0.32,0.006,644
2.560e-05,0.16,0.0068,644
2.880e-05,0.08,0.006,644
3.200e-05,0,0.006,644
3.520e-05,0,0.006,644
3.840e-05,0,0.006,644
4.160e-05,0,0.006,644
4.480e-05,0,0.006,644
4.800e-05,0,0.0068,640
5.120e-05,0,0.006,644
5.440e-05,0,0.006,644
5.760e-05,0,0.006,648
6.080e-05,0,0.006,648
6.400e-05,0,0.006,644
6.720e-05,0,0.006,648
7.040e-05,0,0.006,648
7.360e-05,0,0.006,648
7.680e-05,0,0.006,648
8.000e-05,0,0.006,648
8.320e-05,0,0.006,648
8.640e-05,0,0.006,648
8.960e-05,0.08,0.006,648
9.280e-05,0.08,0.006,648
9.600e-05,0.08,0.006,648
9.920e-05,0.08,0.006,648
1.024e-04,0.08,0.006,648
1.056e-04,0.16,0.006,648
1.088e-04,0.24,0.006,648
1.120e-04,1.92,0.006,648
1.152e-04,3.12,0.006,648
1.184e-04,1.44,0.006,652
1.216e-04,0.72,0.006,652
1.248e-04,0.32,0.006,652
1.280e-04,0.16,0.006,652
1.312e-04,0.08,0.006,652
1.344e-04,0,0.006,652
1.376e-04,0,0.006,652
1.408e-04,0,0.006,652
1.440e-04,0,0.006,648
1.472e-04,0,0.006,652
1.504e-04,0,0.006,652
1.536e-04,0,0.006,652
1.568e-04,0,0.0052,652
1.600e-04,0,0.006,652
1.632e-04,0,0.006,652
1.664e-04,0,0.006,652
1.696e-04,0,0.006,652
1.728e-04,0,0.006,656
1.760e-04,0,0.006,652
1.792e-04,0,0.006,656
1.824e-04,0,0.006,656
1.856e-04,0,0.006,656
1.888e-04,0.08,0.006,656
1.920e-04,0,0.006,656
1.952e-04,0.08,0.006,656
1.984e-04,0,0.006,656
2.016e-04,0.08,0.006,656
2.048e-04,0.16,0.006,656
2.080e-04,0.32,0.006,656
2.112e-04,1.2,0.006,656
2.144e-04,1.12,0.006,656
2.176e-04,0.56,0.006,656
2.208e-04,0.24,0.006,660
2.240e-04,0.16,0.006,660
2.272e-04,0,0.006,656
2.304e-04,0,0.0052,660
2.336e-04,0,0.006,660
2.368e-04,0,0.006,660
2.400e-04,0,0.006,660
2.432e-04,0,0.006,660
2.464e-04,0,0.006,660
2.496e-04,0,0.006,660
2.528e-04,0,0.006,660
2.560e-04,0,0.006,660
2.592e-04,0,0.006,660
2.624e-04,0,0.006,660
2.656e-04,0,0.006,660
2.688e-04,0,0.006,664
2.720e-04,0,0.006,664
2.752e-04,0,0.006,664
2.784e-04,0,0.006,664
2.816e-04,0,0.006,664
2.848e-04,0,0.006,660
2.880e-04,0,0.006,664
2.912e-04,0,0.006,664
2.944e-04,0.08,0.006,664
2.976e-04,0.08,0.006,664
3.008e-04,0.08,0.006,664
3.040e-04,0.16,0.006,664
3.072e-04,0.4,0.0052,664
3.104e-04,6.24,0.006,668
3.136e-04,4.64,0.006,664
3.168e-04,2.16,0.006,664
3.200e-04,1.04,0.006,664
3.232e-04,0.48,0.006,668
3.264e-04,0.24,0.006,668
3.296e-04,0.08,0.006,668
3.328e-04,0,0.006,668
3.360e-04,0,0.006,668
3.392e-04,0,0.006,668
3.424e-04,0,0.006,668
3.456e-04,0,0.0052,668
3.488e-04,-0.08,0.0052,668
3.520e-04,0,0.006,668
3.552e-04,-0.08,0.006,668
3.584e-04,0,0.0052,668
3.616e-04,0,0.0052,668
3.648e-04,0,0.0052,672
3.680e-04,0,0.0052,672
3.712e-04,0,0.0052,672
3.744e-04,0,0.0052,672
3.776e-04,0,0.0052,672
3.808e-04,0,0.006,672
3.840e-04,0,0.006,672
3.872e-04,0,0.0052,672
3.904e-04,0.08,0.006,672
3.936e-04,0.08,0.0052,672
3.968e-04,0,0.0052,672
4.000e-04,0.08,0.006,672
4.032e-04,0.24,0.006,672
4.064e-04,0.56,0.0052,672
4.096e-04,1.76,0.0052,672
