9.536e-04,0,0.0033,716
9.552e-04,0,0.0035,716
9.568e-04,0,0.0035,716
9.584e-04,0,0.0035,716
9.600e-04,-0.08,0.0033,716
9.616e-04,-0.08,0.0035,716
9.632e-04,0,0.0035,716
9.648e-04,0,0.0035,716
9.664e-04,0,0.0033,716
9.680e-04,0,0.0033,716
9.696e-04,0,0.0037,716
9.712e-04,0,0.0035,716
9.728e-04,0,0.0035,716
9.744e-04,0,0.0035,716
9.760e-04,0,0.0035,716
9.776e-04,0,0.0035,716
9.792e-04,0,0.0035,716
9.808e-04,0.08,0.0035,716
9.824e-04,0.08,0.0033,716
9.840e-04,0.08,0.0033,716
9.856e-04,0,0.0033,720
9.872e-04,0.08,0.0035,720
9.888e-04,0.08,0.0035,716
9.904e-04,0.16,0.0035,720
9.920e-04,0.24,0.0033,716
9.936e-04,0.32,0.0035,720
9.952e-04,0.48,0.0035,720
9.968e-04,1.2,0.0035,720
9.984e-04,1.36,0.0035,720
1.000e-03,0.96,0.0035,720
1.002e-03,0.64,0.0035,720
1.003e-03,0.48,0.0037,720
1.005e-03,0.32,0.0035,716
1.006e-03,0.24,0.0035,720
1.008e-03,0.16,0.0035,720
1.010e-03,0.08,0.0037,720
1.011e-03,0.08,0.0035,720
1.013e-03,0,0.0037,720
1.014e-03,0,0.0037,720
1.016e-03,0,0.0037,720
1.018e-03,0,0.0035,716
1.019e-03,0,0.0035,720
1.021e-03,0,0.0035,720
1.022e-03,0,0.0035,720
1.024e-03,0,0.0035,720
1.026e-03,0,0.0033,720
1.027e-03,0,0.0035,720
1.029e-03,0,0.0035,720
1.030e-03,0,0.0037,720
1.032e-03,0,0.0037,720
1.034e-03,0,0.0033,720
1.035e-03,0,0.0033,720
1.037e-03,0,0.0035,720
1.038e-03,0,0.0033,724
1.040e-03,0,0.0033,720
1.042e-03,0,0.0033,720
1.043e-03,0,0.0033,720
1.045e-03,0,0.0033,720
1.046e-03,0,0.0035,720
1.048e-03,0,0.0033,724
1.050e-03,0,0.0035,724
1.051e-03,0,0.0033,720
1.053e-03,0,0.0035,724
1.054e-03,0,0.0035,724
1.056e-03,0,0.0033,724
1.058e-03,0,0.0031,724
1.059e-03,0,0.0033,724
1.061e-03,0,0.0033,724
1.062e-03,0,0.0037,724
1.064e-03,0,0.0035,724
1.066e-03,0,0.0035,724
1.067e-03,0,0.0035,724
1.069e-03,0,0.0035,724
1.070e-03,0,0.0033,724
1.072e-03,0,0.0033,724
1.074e-03,0.08,0.0033,724
1.075e-03,0.08,0.0031,724
1.077e-03,0.08,0.0033,724
1.078e-03,0.08,0.0035,724
1.080e-03,0.08,0.0033,724
1.082e-03,0.08,0.0031,724
1.083e-03,0.16,0.0035,724
1.085e-03,0.24,0.0033,724
1.086e-03,0.24,0.0033,724
1.088e-03,0.56,0.0035,724
1.090e-03,1.76,0.0035,728
1.091e-03,7.2,0.0035,728
1.093e-03,5.36,0.0033,728
1.094e-03,3.68,0.0033,724
1.096e-03,2.48,0.0035,724
1.098e-03,1.68,0.0035,728
1.099e-03,1.12,0.0031,724
1.101e-03,0.8,0.0033,728
1.102e-03,0.56,0.0031,728
1.104e-03,0.4,0.0035,728
1.106e-03,0.24,0.0037,728
1.107e-03,0.16,0.0033,728
1.109e-03,0.08,0.0035,728
1.110e-03,0.08,0.0033,728
1.112e-03,0.08,0.0033,728
1.114e-03,0,0.0035,728
1.115e-03,0,0.0031,728
1.117e-03,0,0.0035,728
1.118e-03,-0.08,0.0035,728
1.120e-03,0,0.0031,728
1.122e-03,0,0.0033,728
1.123e-03,0,0.0035,728
1.125e-03,0,0.0035,728
1.126e-03,0,0.0037,728
1.128e-03,0,0.0033,728
1.130e-03,0,0.0033,728
1.131e-03,0,0.0031,728
1.133e-03,0,0.0033,732
1.134e-03,0,0.0033,728
