[Hz],FFT[dBm]
9.4360352E+05,-5.95454E+01
9.4482422E+05,-6.47254E+01
9.4604492E+05,-5.48454E+01
9.4726562E+05,-5.12054E+01
9.4848633E+05,-5.14654E+01
9.4970703E+05,-5.19054E+01
9.5092773E+05,-5.71254E+01
9.5214844E+05,-6.57654E+01
9.5336914E+05,-7.12254E+01
9.5458984E+05,-5.67054E+01
9.5581055E+05,-5.63854E+01
9.5703125E+05,-6.86854E+01
9.5825195E+05,-6.51254E+01
9.5947266E+05,-6.55654E+01
9.6069336E+05,-6.37654E+01
9.6191406E+05,-5.27454E+01
9.6313477E+05,-5.35854E+01
9.6435547E+05,-6.14654E+01
9.6557617E+05,-5.82454E+01
9.6679688E+05,-5.70054E+01
9.6801758E+05,-6.44254E+01
9.6923828E+05,-6.31254E+01
9.7045898E+05,-5.60254E+01
9.7167969E+05,-6.28654E+01
9.7290039E+05,-5.75454E+01
9.7412109E+05,-5.42054E+01
9.7534180E+05,-5.99654E+01
9.7656250E+05,-5.88654E+01
9.7778320E+05,-5.12254E+01
9.7900391E+05,-5.14254E+01
9.8022461E+05,-5.76054E+01
9.8144531E+05,-5.90654E+01
9.8266602E+05,-7.47854E+01
9.8388672E+05,-6.87254E+01
9.8510742E+05,-5.40854E+01
9.8632812E+05,-5.57054E+01
9.8754883E+05,-6.02254E+01
9.8876953E+05,-5.66254E+01
9.8999023E+05,-6.01254E+01
9.9121094E+05,-6.20654E+01
9.9243164E+05,-5.94854E+01
9.9365234E+05,-5.62654E+01
9.9487305E+05,-6.13254E+01
9.9609375E+05,-6.09454E+01
9.9731445E+05,-5.71254E+01
9.9853516E+05,-6.22254E+01
9.9975586E+05,-5.62854E+01
1.0009766E+06,-5.43854E+01
1.0021973E+06,-5.30854E+01
1.0034180E+06,-6.51054E+01
1.0046387E+06,-6.28654E+01
1.0058594E+06,-5.76054E+01
1.0070801E+06,-5.37854E+01
1.0083008E+06,-5.63254E+01
1.0095215E+06,-6.19454E+01
1.0107422E+06,-5.30454E+01
1.0119629E+06,-5.16054E+01
1.0131836E+06,-5.51054E+01
1.0144043E+06,-5.91254E+01
1.0156250E+06,-5.72454E+01
1.0168457E+06,-6.17254E+01
1.0180664E+06,-5.77254E+01
1.0192871E+06,-5.66654E+01
1.0205078E+06,-5.81654E+01
1.0217285E+06,-7.01254E+01
1.0229492E+06,-5.48254E+01
1.0241699E+06,-5.52854E+01
1.0253906E+06,-6.26054E+01
1.0266113E+06,-5.39454E+01
1.0278320E+06,-5.44054E+01
1.0290527E+06,-5.48054E+01
1.0302734E+06,-5.68854E+01
1.0314941E+06,-7.03654E+01
1.0327148E+06,-6.09454E+01
1.0339355E+06,-5.17854E+01
1.0351562E+06,-5.21654E+01
1.0363770E+06,-5.93054E+01
1.0375977E+06,-5.86654E+01
1.0388184E+06,-5.91654E+01
1.0400391E+06,-6.14854E+01
1.0412598E+06,-6.11454E+01
1.0424805E+06,-6.25054E+01
1.0437012E+06,-5.61654E+01
1.0449219E+06,-5.34454E+01
1.0461426E+06,-5.54254E+01
1.0473633E+06,-7.86054E+01
1.0485840E+06,-6.01854E+01
1.0498047E+06,-6.64054E+01
1.0510254E+06,-6.10854E+01
1.0522461E+06,-5.78054E+01
1.0534668E+06,-6.29054E+01
1.0546875E+06,-6.05654E+01
1.0559082E+06,-6.06054E+01
1.0571289E+06,-6.34654E+01
1.0583496E+06,-5.94054E+01
1.0595703E+06,-5.61654E+01
1.0607910E+06,-5.34054E+01
1.0620117E+06,-5.17254E+01
1.0632324E+06,-5.24654E+01
1.0644531E+06,-5.43454E+01
1.0656738E+06,-6.05454E+01
1.0668945E+06,-6.62254E+01
1.0681152E+06,-6.36854E+01
1.0693359E+06,-5.80854E+01
1.0705566E+06,-5.87254E+01
1.0717773E+06,-6.38254E+01
1.0729980E+06,-6.07054E+01
1.0742188E+06,-7.53654E+01
1.0754395E+06,-6.56454E+01
1.0766602E+06,-5.51654E+01
1.0778809E+06,-5.71854E+01
1.0791016E+06,-5.50454E+01
1.0803223E+06,-5.42454E+01
1.0815430E+06,-6.62454E+01
1.0827637E+06,-6.19254E+01
1.0839844E+06,-5.46054E+01
1.0852051E+06,-5.78254E+01
1.0864258E+06,-6.13454E+01
1.0876465E+06,-5.76254E+01
1.0888672E+06,-5.91054E+01
1.0900879E+06,-5.14854E+01
1.0913086E+06,-5.13054E+01
1.0925293E+06,-5.37454E+01
1.0937500E+06,-5.50654E+01
1.0949707E+06,-6.04254E+01
1.0961914E+06,-5.53654E+01
1.0974121E+06,-5.61654E+01
1.0986328E+06,-5.49454E+01
1.0998535E+06,-6.13054E+01
1.1010742E+06,-5.74054E+01
1.1022949E+06,-5.85654E+01
1.1035156E+06,-5.86254E+01
1.1047363E+06,-5.30454E+01
1.1059570E+06,-5.54054E+01
1.1071777E+06,-5.22454E+01
1.1083984E+06,-5.41254E+01
1.1096191E+06,-5.51454E+01
1.1108398E+06,-5.97654E+01
1.1120605E+06,-5.61054E+01
1.1132812E+06,-6.30254E+01
1.1145020E+06,-5.76854E+01
1.1157227E+06,-5.43654E+01
1.1169434E+06,-5.73254E+01
1.1181641E+06,-7.03654E+01
1.1193848E+06,-5.99254E+01
1.1206055E+06,-5.92054E+01
1.1218262E+06,-6.02654E+01
1.1230469E+06,-5.40254E+01
1.1242676E+06,-5.62454E+01
1.1254883E+06,-5.76054E+01
1.1267090E+06,-5.69854E+01
1.1279297E+06,-5.74254E+01
1.1291504E+06,-5.53854E+01
1.1303711E+06,-6.44254E+01
1.1315918E+06,-5.29254E+01
1.1328125E+06,-5.30254E+01
1.1340332E+06,-5.64854E+01
1.1352539E+06,-6.54054E+01
1.1364746E+06,-8.20254E+01
1.1376953E+06,-6.53054E+01
1.1389160E+06,-5.88054E+01
1.1401367E+06,-6.02654E+01
1.1413574E+06,-6.35454E+01
1.1425781E+06,-5.92654E+01
1.1437988E+06,-5.87254E+01
1.1450195E+06,-5.70254E+01
1.1462402E+06,-5.13854E+01
1.1474609E+06,-4.94854E+01
1.1486816E+06,-5.49854E+01
1.1499023E+06,-6.55854E+01
1.1511230E+06,-5.83454E+01
1.1523438E+06,-6.53054E+01
1.1535645E+06,-6.72454E+01
1.1547852E+06,-7.02254E+01
1.1560059E+06,-6.90654E+01
1.1572266E+06,-5.61654E+01
1.1584473E+06,-5.58854E+01
1.1596680E+06,-6.07454E+01
1.1608887E+06,-5.63854E+01
1.1621094E+06,-6.73454E+01
1.1633301E+06,-6.93454E+01
1.1645508E+06,-5.98054E+01
1.1657715E+06,-5.10254E+01
1.1669922E+06,-5.61454E+01
1.1682129E+06,-6.02254E+01
1.1694336E+06,-6.55654E+01
1.1706543E+06,-5.95054E+01
1.1718750E+06,-5.70054E+01
1.1730957E+06,-5.51454E+01
1.1743164E+06,-6.05854E+01
1.1755371E+06,-6.49854E+01
1.1767578E+06,-6.57654E+01
1.1779785E+06,-6.16054E+01
1.1791992E+06,-6.96654E+01
1.1804199E+06,-6.93654E+01
1.1816406E+06,-6.98854E+01
1.1828613E+06,-6.69054E+01
1.1840820E+06,-6.31854E+01
1.1853027E+06,-6.63454E+01
1.1865234E+06,-5.91654E+01
1.1877441E+06,-7.21454E+01
1.1889648E+06,-6.00054E+01
1.1901855E+06,-5.93054E+01
1.1914062E+06,-6.13854E+01
1.1926270E+06,-5.89054E+01
1.1938477E+06,-5.52654E+01
1.1950684E+06,-5.18854E+01
1.1962891E+06,-5.49454E+01
1.1975098E+06,-6.37654E+01
1.1987305E+06,-6.23454E+01
1.1999512E+06,-5.43454E+01
1.2011719E+06,-5.39854E+01
1.2023926E+06,-6.58854E+01
1.2036133E+06,-5.67054E+01
1.2048340E+06,-5.33854E+01
1.2060547E+06,-6.29654E+01
1.2072754E+06,-6.08854E+01
1.2084961E+06,-6.00054E+01
1.2097168E+06,-6.47854E+01
1.2109375E+06,-6.76854E+01
1.2121582E+06,-5.71654E+01
1.2133789E+06,-6.68454E+01
1.2145996E+06,-5.75854E+01
1.2158203E+06,-5.86054E+01
1.2170410E+06,-5.67854E+01
1.2182617E+06,-5.36254E+01
1.2194824E+06,-5.39654E+01
1.2207031E+06,-5.79854E+01
1.2219238E+06,-6.22254E+01
1.2231445E+06,-6.02654E+01
1.2243652E+06,-6.65254E+01
1.2255859E+06,-5.79854E+01
1.2268066E+06,-5.84654E+01
1.2280273E+06,-6.41654E+01
1.2292480E+06,-5.78254E+01
1.2304688E+06,-6.04454E+01
1.2316895E+06,-5.75254E+01
1.2329102E+06,-5.74254E+01
1.2341309E+06,-5.22054E+01
1.2353516E+06,-6.06054E+01
1.2365723E+06,-6.45654E+01
1.2377930E+06,-6.28454E+01
1.2390137E+06,-6.41254E+01
1.2402344E+06,-5.42454E+01
1.2414551E+06,-4.98854E+01
1.2426758E+06,-5.02254E+01
1.2438965E+06,-5.39454E+01
1.2451172E+06,-6.20254E+01
1.2463379E+06,-6.49454E+01
1.2475586E+06,-5.69054E+01
1.2487793E+06,-5.18654E+01
1.2500000E+06,-4.53854E+01
1.2512207E+06,-4.88054E+01
1.2524414E+06,-5.36854E+01
1.2536621E+06,-5.41054E+01
1.2548828E+06,-5.71854E+01
1.2561035E+06,-7.27454E+01
1.2573242E+06,-6.51054E+01
1.2585449E+06,-5.43254E+01
1.2597656E+06,-5.17254E+01
1.2609863E+06,-5.37054E+01
1.2622070E+06,-5.40654E+01
1.2634277E+06,-5.49254E+01
1.2646484E+06,-5.13054E+01
1.2658691E+06,-5.32854E+01
1.2670898E+06,-5.64454E+01
1.2683105E+06,-5.82054E+01
1.2695312E+06,-5.67254E+01
1.2707520E+06,-5.53254E+01
1.2719727E+06,-6.32454E+01
1.2731934E+06,-5.57454E+01
1.2744141E+06,-5.61254E+01
1.2756348E+06,-5.94454E+01
1.2768555E+06,-5.72254E+01
1.2780762E+06,-5.92254E+01
1.2792969E+06,-5.48854E+01
1.2805176E+06,-5.71454E+01
1.2817383E+06,-7.17454E+01
1.2829590E+06,-5.84654E+01
1.2841797E+06,-5.61854E+01
1.2854004E+06,-5.32254E+01
1.2866211E+06,-5.63854E+01
1.2878418E+06,-7.28254E+01
1.2890625E+06,-6.42654E+01
1.2902832E+06,-5.32654E+01
1.2915039E+06,-5.14054E+01
1.2927246E+06,-5.50454E+01
1.2939453E+06,-6.02654E+01
1.2951660E+06,-6.48054E+01
1.2963867E+06,-6.54454E+01
1.2976074E+06,-6.67654E+01
1.2988281E+06,-5.99654E+01
1.3000488E+06,-5.74054E+01
1.3012695E+06,-6.20454E+01
1.3024902E+06,-6.11254E+01
1.3037109E+06,-6.08254E+01
1.3049316E+06,-6.10254E+01
1.3061523E+06,-5.90054E+01
1.3073730E+06,-5.53854E+01
1.3085938E+06,-5.69054E+01
1.3098145E+06,-6.26054E+01
1.3110352E+06,-7.73254E+01
1.3122559E+06,-6.51054E+01
1.3134766E+06,-6.86654E+01
1.3146973E+06,-7.00854E+01
1.3159180E+06,-6.39454E+01
1.3171387E+06,-6.70854E+01
1.3183594E+06,-5.99254E+01
1.3195801E+06,-5.48254E+01
1.3208008E+06,-5.26454E+01
1.3220215E+06,-5.03254E+01
1.3232422E+06,-5.67654E+01
1.3244629E+06,-6.27454E+01
1.3256836E+06,-5.55654E+01
1.3269043E+06,-5.41454E+01
1.3281250E+06,-5.31654E+01
1.3293457E+06,-5.03654E+01
1.3305664E+06,-6.11254E+01
1.3317871E+06,-6.46054E+01
1.3330078E+06,-6.33454E+01
1.3342285E+06,-5.81254E+01
1.3354492E+06,-7.22054E+01
1.3366699E+06,-5.70854E+01
1.3378906E+06,-6.37054E+01
1.3391113E+06,-5.48854E+01
1.3403320E+06,-5.03054E+01
1.3415527E+06,-5.99654E+01
1.3427734E+06,-6.03654E+01
1.3439941E+06,-5.50854E+01
1.3452148E+06,-5.73854E+01
1.3464355E+06,-6.24654E+01
1.3476562E+06,-7.17054E+01
1.3488770E+06,-6.61454E+01
1.3500977E+06,-6.49454E+01
1.3513184E+06,-5.68054E+01
1.3525391E+06,-5.80854E+01
1.3537598E+06,-5.58054E+01
1.3549805E+06,-5.15454E+01
1.3562012E+06,-4.89454E+01
1.3574219E+06,-5.32654E+01
1.3586426E+06,-6.32254E+01
1.3598633E+06,-6.04054E+01
1.3610840E+06,-6.29454E+01
1.3623047E+06,-6.56454E+01
1.3635254E+06,-6.79854E+01
1.3647461E+06,-6.14654E+01
1.3659668E+06,-5.59854E+01
1.3671875E+06,-5.15254E+01
1.3684082E+06,-5.20454E+01
1.3696289E+06,-6.42454E+01
1.3708496E+06,-5.91254E+01
1.3720703E+06,-5.39054E+01
1.3732910E+06,-5.46654E+01
1.3745117E+06,-6.56854E+01
1.3757324E+06,-6.74454E+01
1.3769531E+06,-5.69254E+01
1.3781738E+06,-5.39654E+01
1.3793945E+06,-5.52054E+01
1.3806152E+06,-6.18254E+01
1.3818359E+06,-6.20054E+01
1.3830566E+06,-7.38854E+01
1.3842773E+06,-5.96254E+01
1.3854980E+06,-6.68854E+01
1.3867188E+06,-5.58654E+01
1.3879395E+06,-6.48454E+01
1.3891602E+06,-5.70254E+01
1.3903809E+06,-5.27454E+01
1.3916016E+06,-5.47454E+01
1.3928223E+06,-5.32254E+01
1.3940430E+06,-5.27254E+01
1.3952637E+06,-6.15254E+01
1.3964844E+06,-5.71054E+01
1.3977051E+06,-5.53854E+01
1.3989258E+06,-5.64454E+01
1.4001465E+06,-5.85454E+01
1.4013672E+06,-5.31054E+01
1.4025879E+06,-5.24454E+01
1.4038086E+06,-5.85454E+01
1.4050293E+06,-5.77054E+01
1.4062500E+06,-5.91054E+01
1.4074707E+06,-5.20454E+01
1.4086914E+06,-5.13854E+01
1.4099121E+06,-6.35454E+01
1.4111328E+06,-5.81254E+01
1.4123535E+06,-6.99254E+01
1.4135742E+06,-5.81054E+01
1.4147949E+06,-5.49254E+01
1.4160156E+06,-5.43854E+01
1.4172363E+06,-5.52054E+01
1.4184570E+06,-5.56654E+01
1.4196777E+06,-6.03454E+01
1.4208984E+06,-5.50054E+01
1.4221191E+06,-5.46654E+01
1.4233398E+06,-6.06454E+01
1.4245605E+06,-6.56854E+01
1.4257812E+06,-5.56454E+01
1.4270020E+06,-5.82654E+01
1.4282227E+06,-6.37254E+01
1.4294434E+06,-6.73654E+01
1.4306641E+06,-6.89654E+01
1.4318848E+06,-5.89654E+01
1.4331055E+06,-6.27854E+01
1.4343262E+06,-6.78254E+01
1.4355469E+06,-6.21454E+01
1.4367676E+06,-5.58454E+01
1.4379883E+06,-5.64854E+01
1.4392090E+06,-5.76254E+01
1.4404297E+06,-5.84854E+01
1.4416504E+06,-5.53854E+01
1.4428711E+06,-5.21454E+01
1.4440918E+06,-6.07054E+01
1.4453125E+06,-5.36654E+01
1.4465332E+06,-5.59654E+01
1.4477539E+06,-6.16654E+01
1.4489746E+06,-7.42054E+01
1.4501953E+06,-5.10654E+01
1.4514160E+06,-5.20254E+01
1.4526367E+06,-6.34254E+01
1.4538574E+06,-5.63454E+01
1.4550781E+06,-5.34054E+01
1.4562988E+06,-6.37254E+01
1.4575195E+06,-6.44254E+01
1.4587402E+06,-5.99654E+01
1.4599609E+06,-5.83654E+01
1.4611816E+06,-5.70054E+01
1.4624023E+06,-5.60054E+01
1.4636230E+06,-5.46654E+01
1.4648438E+06,-5.89454E+01
1.4660645E+06,-7.17454E+01
1.4672852E+06,-6.03454E+01
1.4685059E+06,-5.81654E+01
1.4697266E+06,-6.11854E+01
1.4709473E+06,-5.79454E+01
1.4721680E+06,-5.61054E+01
1.4733887E+06,-5.81654E+01
1.4746094E+06,-6.22854E+01
1.4758301E+06,-6.54454E+01
1.4770508E+06,-6.38254E+01
1.4782715E+06,-5.98054E+01
1.4794922E+06,-5.47854E+01
1.4807129E+06,-6.19254E+01
1.4819336E+06,-5.12854E+01
1.4831543E+06,-5.14854E+01
1.4843750E+06,-5.31654E+01
1.4855957E+06,-5.45854E+01
1.4868164E+06,-5.44654E+01
1.4880371E+06,-6.00854E+01
1.4892578E+06,-6.36454E+01
1.4904785E+06,-5.93054E+01
1.4916992E+06,-5.35054E+01
1.4929199E+06,-5.30854E+01
1.4941406E+06,-5.79454E+01
1.4953613E+06,-6.03654E+01
1.4965820E+06,-5.87254E+01
1.4978027E+06,-6.81254E+01
1.4990234E+06,-6.08854E+01
1.5002441E+06,-5.39854E+01
1.5014648E+06,-5.25454E+01
1.5026855E+06,-5.68054E+01
1.5039062E+06,-5.57454E+01
1.5051270E+06,-5.61654E+01
1.5063477E+06,-5.77854E+01
1.5075684E+06,-5.22054E+01
1.5087891E+06,-6.07254E+01
1.5100098E+06,-6.34254E+01
1.5112305E+06,-6.68254E+01
1.5124512E+06,-5.77054E+01
1.5136719E+06,-6.35654E+01
1.5148926E+06,-6.14054E+01
1.5161133E+06,-5.96254E+01
1.5173340E+06,-5.72654E+01
1.5185547E+06,-5.79054E+01
1.5197754E+06,-5.24454E+01
1.5209961E+06,-5.91254E+01
1.5222168E+06,-6.05454E+01
1.5234375E+06,-8.06654E+01
1.5246582E+06,-6.43254E+01
1.5258789E+06,-5.70654E+01
1.5270996E+06,-5.58454E+01
1.5283203E+06,-5.40654E+01
1.5295410E+06,-5.40854E+01
1.5307617E+06,-5.10254E+01
1.5319824E+06,-5.54054E+01
1.5332031E+06,-6.85454E+01
1.5344238E+06,-6.01854E+01
1.5356445E+06,-5.72654E+01
1.5368652E+06,-5.71454E+01
1.5380859E+06,-5.53454E+01
1.5393066E+06,-6.30054E+01
1.5405273E+06,-5.42054E+01
1.5417480E+06,-5.40054E+01
1.5429688E+06,-5.96254E+01
1.5441895E+06,-7.24654E+01
1.5454102E+06,-5.65854E+01
1.5466309E+06,-5.29654E+01
1.5478516E+06,-5.54054E+01
1.5490723E+06,-5.12854E+01
1.5502930E+06,-5.44654E+01
1.5515137E+06,-7.07654E+01
1.5527344E+06,-6.32454E+01
1.5539551E+06,-5.23854E+01
1.5551758E+06,-4.83654E+01
1.5563965E+06,-4.98454E+01
1.5576172E+06,-5.88454E+01
1.5588379E+06,-6.72454E+01
1.5600586E+06,-6.19054E+01
1.5612793E+06,-5.95854E+01
1.5625000E+06,-6.47854E+01
1.5637207E+06,-6.43054E+01
1.5649414E+06,-5.46854E+01
1.5661621E+06,-5.28054E+01
1.5673828E+06,-5.44254E+01
1.5686035E+06,-6.23054E+01
1.5698242E+06,-6.15054E+01
1.5710449E+06,-5.61054E+01
1.5722656E+06,-6.59254E+01
1.5734863E+06,-5.59854E+01
1.5747070E+06,-5.83454E+01
1.5759277E+06,-5.76054E+01
1.5771484E+06,-5.86654E+01
1.5783691E+06,-5.90654E+01
1.5795898E+06,-5.43454E+01
1.5808105E+06,-5.81254E+01
1.5820312E+06,-6.40854E+01
1.5832520E+06,-6.17454E+01
1.5844727E+06,-6.32454E+01
1.5856934E+06,-6.16854E+01
1.5869141E+06,-5.18254E+01
1.5881348E+06,-5.05054E+01
1.5893555E+06,-5.26254E+01
1.5905762E+06,-5.43854E+01
1.5917969E+06,-5.86654E+01
1.5930176E+06,-6.14654E+01
1.5942383E+06,-6.48454E+01
1.5954590E+06,-5.64654E+01
1.5966797E+06,-5.45454E+01
1.5979004E+06,-5.54454E+01
1.5991211E+06,-5.64854E+01
1.6003418E+06,-6.29254E+01
1.6015625E+06,-5.97454E+01
1.6027832E+06,-5.80854E+01
1.6040039E+06,-5.97454E+01
1.6052246E+06,-6.52654E+01
1.6064453E+06,-5.62654E+01
1.6076660E+06,-5.91254E+01
1.6088867E+06,-5.95054E+01
1.6101074E+06,-6.02654E+01
1.6113281E+06,-6.25654E+01
1.6125488E+06,-5.85254E+01
1.6137695E+06,-5.72054E+01
1.6149902E+06,-5.73854E+01
1.6162109E+06,-5.75254E+01
1.6174316E+06,-5.60054E+01
1.6186523E+06,-5.08854E+01
1.6198730E+06,-4.97654E+01
1.6210938E+06,-6.25654E+01
1.6223145E+06,-5.33454E+01
1.6235352E+06,-6.99654E+01
1.6247559E+06,-5.45254E+01
1.6259766E+06,-5.82654E+01
1.6271973E+06,-6.02254E+01
1.6284180E+06,-5.97054E+01
1.6296387E+06,-6.00054E+01
1.6308594E+06,-7.43254E+01
1.6320801E+06,-6.55254E+01
1.6333008E+06,-5.72254E+01
1.6345215E+06,-5.51054E+01
1.6357422E+06,-5.76054E+01
1.6369629E+06,-5.87454E+01
1.6381836E+06,-7.14454E+01
1.6394043E+06,-5.29854E+01
1.6406250E+06,-5.71454E+01
1.6418457E+06,-6.24454E+01
1.6430664E+06,-5.54854E+01
1.6442871E+06,-5.39054E+01
1.6455078E+06,-5.73654E+01
1.6467285E+06,-5.45654E+01
1.6479492E+06,-5.47654E+01
1.6491699E+06,-6.32054E+01
1.6503906E+06,-6.18254E+01
1.6516113E+06,-5.67054E+01
1.6528320E+06,-5.16854E+01
1.6540527E+06,-5.32854E+01
1.6552734E+06,-5.46454E+01
1.6564941E+06,-5.38854E+01
1.6577148E+06,-6.28054E+01
1.6589355E+06,-5.09054E+01
1.6601562E+06,-4.92254E+01
1.6613770E+06,-5.61854E+01
1.6625977E+06,-6.17254E+01
1.6638184E+06,-6.41854E+01
1.6650391E+06,-6.41654E+01
1.6662598E+06,-5.80854E+01
1.6674805E+06,-5.77054E+01
1.6687012E+06,-5.99254E+01
1.6699219E+06,-5.44454E+01
1.6711426E+06,-5.28854E+01
1.6723633E+06,-5.87454E+01
1.6735840E+06,-5.40854E+01
1.6748047E+06,-5.11454E+01
1.6760254E+06,-5.59254E+01
1.6772461E+06,-6.70254E+01
1.6784668E+06,-6.25654E+01
1.6796875E+06,-6.34654E+01
1.6809082E+06,-6.08854E+01
1.6821289E+06,-5.29254E+01
1.6833496E+06,-5.19854E+01
1.6845703E+06,-5.41854E+01
1.6857910E+06,-6.28854E+01
1.6870117E+06,-6.24454E+01
1.6882324E+06,-6.27254E+01
1.6894531E+06,-6.02254E+01
1.6906738E+06,-5.84054E+01
1.6918945E+06,-5.73654E+01
1.6931152E+06,-6.16854E+01
1.6943359E+06,-8.67654E+01
1.6955566E+06,-7.15654E+01
1.6967773E+06,-6.23654E+01
1.6979980E+06,-5.73454E+01
1.6992188E+06,-5.82454E+01
1.7004395E+06,-5.53054E+01
1.7016602E+06,-5.93654E+01
1.7028809E+06,-5.87254E+01
1.7041016E+06,-5.46454E+01
1.7053223E+06,-5.62854E+01
1.7065430E+06,-5.50254E+01
1.7077637E+06,-5.76854E+01
1.7089844E+06,-5.47854E+01
1.7102051E+06,-5.07054E+01
1.7114258E+06,-5.29054E+01
1.7126465E+06,-5.64254E+01
1.7138672E+06,-7.07254E+01
1.7150879E+06,-5.73854E+01
1.7163086E+06,-5.75854E+01
1.7175293E+06,-5.52854E+01
1.7187500E+06,-5.52854E+01
1.7199707E+06,-6.20054E+01
1.7211914E+06,-6.62854E+01
1.7224121E+06,-6.42454E+01
1.7236328E+06,-6.08854E+01
1.7248535E+06,-5.54654E+01
1.7260742E+06,-5.45254E+01
1.7272949E+06,-5.50654E+01
1.7285156E+06,-5.64854E+01
1.7297363E+06,-5.77254E+01
1.7309570E+06,-6.43254E+01
1.7321777E+06,-5.73254E+01
1.7333984E+06,-5.92054E+01
1.7346191E+06,-5.94454E+01
1.7358398E+06,-5.26254E+01
1.7370605E+06,-5.59054E+01
1.7382812E+06,-7.03454E+01
1.7395020E+06,-5.77854E+01
1.7407227E+06,-6.06654E+01
1.7419434E+06,-6.75654E+01
1.7431641E+06,-5.68854E+01
1.7443848E+06,-5.46854E+01
1.7456055E+06,-5.94454E+01
1.7468262E+06,-5.55854E+01
1.7480469E+06,-5.93654E+01
1.7492676E+06,-6.06254E+01
1.7504883E+06,-5.86054E+01
1.7517090E+06,-5.27254E+01
1.7529297E+06,-5.83254E+01
1.7541504E+06,-6.56654E+01
1.7553711E+06,-5.95854E+01
1.7565918E+06,-5.73254E+01
1.7578125E+06,-6.08254E+01
1.7590332E+06,-7.24654E+01
1.7602539E+06,-8.14254E+01
1.7614746E+06,-7.73254E+01
1.7626953E+06,-5.97054E+01
1.7639160E+06,-5.58254E+01
1.7651367E+06,-5.63454E+01
1.7663574E+06,-5.88054E+01
1.7675781E+06,-7.08854E+01
1.7687988E+06,-6.02254E+01
1.7700195E+06,-6.41854E+01
1.7712402E+06,-6.63054E+01
1.7724609E+06,-6.29254E+01
1.7736816E+06,-6.20854E+01
1.7749023E+06,-6.58054E+01
1.7761230E+06,-5.94054E+01
1.7773438E+06,-5.92654E+01
1.7785645E+06,-6.37254E+01
1.7797852E+06,-5.83254E+01
1.7810059E+06,-5.40054E+01
1.7822266E+06,-5.47254E+01
1.7834473E+06,-7.09654E+01
1.7846680E+06,-7.03454E+01
1.7858887E+06,-7.90254E+01
1.7871094E+06,-6.07654E+01
1.7883301E+06,-5.72854E+01
1.7895508E+06,-5.84654E+01
1.7907715E+06,-5.64254E+01
1.7919922E+06,-6.34654E+01
1.7932129E+06,-5.42254E+01
1.7944336E+06,-4.86254E+01
1.7956543E+06,-5.42454E+01
1.7968750E+06,-5.90654E+01
1.7980957E+06,-6.00054E+01
1.7993164E+06,-5.79454E+01
1.8005371E+06,-5.27254E+01
1.8017578E+06,-5.30054E+01
1.8029785E+06,-5.38854E+01
1.8041992E+06,-5.17654E+01
1.8054199E+06,-5.88454E+01
1.8066406E+06,-5.74254E+01
1.8078613E+06,-5.89454E+01
1.8090820E+06,-6.73854E+01
1.8103027E+06,-6.07654E+01
1.8115234E+06,-5.59854E+01
1.8127441E+06,-5.65854E+01
1.8139648E+06,-6.22254E+01
1.8151855E+06,-5.72854E+01
1.8164062E+06,-6.27254E+01
1.8176270E+06,-6.24654E+01
1.8188477E+06,-5.99654E+01
1.8200684E+06,-6.19454E+01
1.8212891E+06,-5.83254E+01
1.8225098E+06,-5.89054E+01
1.8237305E+06,-6.81854E+01
1.8249512E+06,-5.76054E+01
1.8261719E+06,-5.36454E+01
1.8273926E+06,-5.25054E+01
1.8286133E+06,-5.58054E+01
1.8298340E+06,-5.76654E+01
1.8310547E+06,-5.46054E+01
1.8322754E+06,-5.70054E+01
1.8334961E+06,-6.67654E+01
1.8347168E+06,-5.86254E+01
1.8359375E+06,-5.30254E+01
1.8371582E+06,-5.59854E+01
1.8383789E+06,-6.02654E+01
1.8395996E+06,-6.36054E+01
1.8408203E+06,-6.44654E+01
1.8420410E+06,-5.75454E+01
1.8432617E+06,-5.78454E+01
1.8444824E+06,-6.41454E+01
1.8457031E+06,-6.07454E+01
1.8469238E+06,-5.40454E+01
1.8481445E+06,-5.54454E+01
1.8493652E+06,-5.84254E+01
1.8505859E+06,-6.16654E+01
1.8518066E+06,-6.97654E+01
1.8530273E+06,-6.07054E+01
1.8542480E+06,-5.37054E+01
1.8554688E+06,-5.82054E+01
1.8566895E+06,-5.89654E+01
1.8579102E+06,-5.55854E+01
1.8591309E+06,-6.20454E+01
1.8603516E+06,-6.06254E+01
1.8615723E+06,-5.33254E+01
1.8627930E+06,-5.33054E+01
1.8640137E+06,-5.44854E+01
1.8652344E+06,-5.64454E+01
1.8664551E+06,-6.44454E+01
1.8676758E+06,-5.92054E+01
1.8688965E+06,-4.94854E+01
1.8701172E+06,-5.23054E+01
1.8713379E+06,-6.69054E+01
1.8725586E+06,-5.90654E+01
1.8737793E+06,-6.06054E+01
1.8750000E+06,-5.83654E+01
1.8762207E+06,-6.44454E+01
1.8774414E+06,-5.98854E+01
1.8786621E+06,-5.57054E+01
1.8798828E+06,-5.38254E+01
1.8811035E+06,-5.21454E+01
1.8823242E+06,-5.09854E+01
1.8835449E+06,-5.28454E+01
1.8847656E+06,-6.37054E+01
1.8859863E+06,-6.65854E+01
1.8872070E+06,-6.12054E+01
1.8884277E+06,-6.59854E+01
1.8896484E+06,-6.35854E+01
1.8908691E+06,-6.06654E+01
